trddy,600000.SH,600028.SH,600030.SH,600031.SH,600036.SH,600048.SH,600050.SH,600104.SH,600196.SH,600276.SH,600309.SH,600436.SH,600438.SH,600519.SH,600547.SH,600570.SH,600585.SH,600588.SH,600690.SH,600745.SH,600809.SH,600837.SH,600887.SH,600893.SH,600900.SH,601012.SH,601066.SH,601088.SH,601138.SH,601166.SH,601211.SH,601288.SH,601318.SH,601336.SH,601398.SH,601601.SH,601628.SH,601633.SH,601668.SH,601688.SH,601728.SH,601857.SH,601888.SH,601899.SH,601919.SH,601995.SH,603259.SH,603288.SH,603501.SH,603986.SH
2021/12/27,8.56,4.25,26,23.51,49.33,15.29,3.93,20.81,50.15,50.41,101.65,472.3,40.35,2131.82,18.49,62.4,41.49,36.31,28.91,136.3,321.41,12.11,41.95,60.38,22.35,78.14,28.98,22.8,12.08,18.85,17.62,2.94,49.98,38.54,4.66,27.13,30.27,48.66,5.01,17.33,4.32,4.95,220,9.58,18.7,49.19,114.19,110.52,314.16,167.7
2021/12/28,8.57,4.24,26.05,23.75,49.63,15.2,3.93,20.84,49.72,50.17,101.88,476.15,41.27,2138.18,18.7,63.52,40.89,36,30.35,131.5,326,12.17,41.9,60.07,22.37,81.55,29.3,22.28,12.05,19.04,17.68,2.95,50.87,38.9,4.68,27.17,30.37,49,4.99,17.36,4.32,4.93,222.72,9.71,19.6,49.75,119.1,108.86,310,171.02
2021/12/29,8.54,4.24,25.88,23.35,47.62,15.05,3.92,20.59,48.89,49.72,101.89,428.54,42.21,2041,18.62,62.4,40.47,35.43,29.25,128.41,315.53,12.16,41.1,60.26,22.25,82.01,29.08,22.28,11.9,18.92,17.63,2.94,50.81,38.84,4.66,27.06,30.3,48.57,4.94,17.25,4.31,4.91,215.98,9.62,19.45,48.51,119.19,104.81,305.21,165
2021/12/30,8.54,4.22,26.37,23.14,48.5,15.1,3.92,20.53,48.88,50.01,100.72,423.03,42.1,2075,18.59,61.8,40.45,35.97,29.68,131.9,320.38,12.23,41.36,63.08,22.53,81.23,29.29,21.94,11.9,19.05,17.86,2.94,50.41,38.88,4.64,27.07,30.18,48.6,4.94,17.69,4.31,4.9,217.5,9.64,18.7,49.08,120.01,104.68,310.08,176.47
2021/12/31,8.53,4.23,26.41,22.8,48.71,15.63,3.93,20.63,48.94,50.71,101,437.15,44.96,2050,18.82,62.15,40.3,35.88,29.89,129.3,315.78,12.26,41.46,63.46,22.7,86.2,29.25,22.52,11.92,19.04,17.89,2.94,50.41,38.88,4.63,27.12,30.09,48.54,5,17.76,4.33,4.91,219.41,9.7,18.69,49.03,118.58,105.11,310.77,175.85
2022/1/4,8.57,4.26,26.44,22.8,48.35,15.8,3.99,20.69,48.23,50.39,100.05,432.3,42.52,2051.23,18.91,62.47,41.67,36.07,29.4,130,310.5,12.33,40.7,63.55,22.84,84.86,29.06,22.73,12.04,19.13,17.86,2.94,51,39.05,4.67,27.26,30.31,47.78,5.03,17.65,4.38,4.94,214.06,9.82,19.6,49.1,108.8,106.04,310.42,175.88
2022/1/5,8.64,4.28,25.94,23.08,49.05,16,3.98,20.95,47.41,50.92,100.55,414.99,41.73,2024,19.08,62.8,42.26,37.53,30,124.73,305.01,12.3,41.7,59.78,22.79,81.47,29,22.4,12.11,20.07,17.68,2.97,52.07,39.29,4.71,27.6,30.53,45.98,5.02,17.42,4.3,4.96,214.2,9.77,19.22,48.86,109.76,108.63,286,158.3
2022/1/6,8.57,4.27,25.42,23.85,48.15,15.51,3.96,20.61,47.6,50.11,100.95,402,41.9,1982.22,19.1,59.65,43.29,36.37,30.14,126.9,301.8,12.2,39.98,58.3,22.01,80.55,28.28,22.22,11.89,19.96,17.38,2.96,51.3,38.98,4.7,27.46,30.19,44.61,5.13,17.01,4.3,4.98,210.11,9.67,18.57,47.57,108.11,109.53,279,162.96
2022/1/7,8.71,4.35,25.72,24.81,49.05,16.15,3.99,20.66,47.53,50.88,102.85,394.31,42.1,1942,19,58.8,43.96,35.56,30.8,123.74,295,12.24,40.13,56.18,22.16,80.27,28.4,22.51,11.83,20.4,17.59,2.99,52.94,39.88,4.74,27.92,30.54,45.17,5.24,17.29,4.29,5.27,207.78,9.37,18.67,47.32,108.88,109.29,277.74,157
2022/1/10,8.72,4.34,25.83,24.86,49.23,16.47,4.03,20.75,48.95,51.12,100.7,394.98,41.89,1966,19.2,58.98,43.88,35.4,30.19,123.28,288.4,12.26,41.03,55.59,22.4,79.7,28.68,22.78,11.96,20.63,17.84,2.99,53.08,40.02,4.75,28.11,30.01,46.9,5.37,17.39,4.32,5.3,207.11,9.4,18.09,47.88,112.01,107.47,273.8,156.5
2022/1/11,8.73,4.3,25.96,24.52,49.85,16.16,4.03,20.31,48.95,50.18,98.2,393.82,40.8,1940.55,19.34,57.92,43.41,33.51,29.66,119.5,290,12.28,39.82,52.75,22.5,77.98,28.65,22.7,11.85,21.4,17.84,3,52.86,39.87,4.75,28.07,30.16,44.11,5.38,17.2,4.31,5.24,201.21,9.43,18,47.97,116.49,105.6,265.48,152.19
2022/1/12,8.69,4.32,26.17,24.49,49.76,16,4.01,20.37,48.98,49.59,99.19,394.8,42.51,1967,19.47,59,41.56,35.05,30.2,119.63,285.23,12.31,39.92,54.46,22.27,80.2,28.63,22.83,11.82,21.37,17.87,2.98,52.5,39.76,4.72,27.87,30.1,47.05,5.26,17.21,4.31,5.33,212,10.01,18.37,48.15,116.9,107.42,271,154.97
2022/1/13,8.72,4.37,26.36,23.92,49.34,15.55,4.01,20.12,47.69,47.48,97.07,390,41.09,1877.39,19.62,58.49,40.4,35,28.66,116.2,280.88,12.29,39,53.2,22.36,79.25,28.34,23.19,11.55,21.24,17.79,3.01,52.3,39.61,4.73,27.94,30.03,44.99,5.2,17.16,4.3,5.48,207.03,10.06,18.18,48.21,115.83,105.51,266.59,155.14
2022/1/14,8.59,4.25,25.03,23.38,48.02,14.95,3.97,19.82,50.17,46.65,96.1,386.1,41.42,1867,19.36,57.63,39.06,36.5,28.33,119.2,275.9,11.99,38.86,52.8,22.45,79.25,27.79,22.52,11.34,20.66,17.24,2.97,51.1,38.6,4.68,27.11,29,45.02,5.02,16.76,4.26,5.29,200.49,9.82,18.29,47.37,113.98,102.92,277.05,157.4
2022/1/17,8.57,4.23,25.67,23.42,48.58,15.37,3.97,19.99,49.69,46.41,95.53,392.82,41.54,1861.61,19.17,58.44,39.01,39.75,28.18,121.02,279.37,12.03,39.16,53.5,22.62,81.01,27.92,22.39,11.42,20.51,17.29,2.95,50.94,38.41,4.65,27.09,28.88,45.51,4.99,17.03,4.27,5.32,190.43,9.68,17.44,47.2,114.16,102.74,290.6,161.71
2022/1/18,8.63,4.34,25.7,23.54,49.01,16.15,4.02,20.13,49.03,46.21,98.8,399.9,41.28,1892.27,19.09,59.85,40.19,38.81,28.63,121.08,283.28,12.04,39.42,53.75,22.86,79.51,27.98,23.34,11.72,21.3,17.48,2.99,51.23,38.67,4.69,27.48,29.05,45.84,5.28,17.15,4.29,5.49,190.71,9.94,18.13,46.87,117.8,103.73,296.29,161.37
2022/1/19,8.64,4.34,25.7,24.35,49.7,16.09,4.01,20.04,48.02,45.73,96.47,391,40.51,1912,19.25,59.92,42.94,38.88,28.95,117.8,277.75,12.09,39.31,52,22.95,78.51,28.01,23.51,11.64,21.51,17.85,2.98,51.45,38.78,4.7,27.66,29.16,44.37,5.37,17.51,4.26,5.5,188.62,9.89,17.65,46.96,112,103.97,292,157.9
2022/1/20,8.8,4.35,25.7,24.25,51.37,15.5,4.01,20.07,48.52,45.69,95.32,386.99,40,1969.52,19.5,60.2,42.67,38.74,30.01,117.47,277.98,12.38,40.06,50.76,23.08,78.2,28.38,23.88,11.77,22.15,18.54,3,53.4,40.53,4.75,28.49,29.76,44.44,5.4,18.16,4.28,5.4,193.88,10.12,17.44,47.89,111,105.15,293.25,158.8
2022/1/21,8.76,4.29,25.7,23.18,51.82,15.48,4,19.75,51.42,44.94,93.67,379.22,39.94,1984.99,19.79,60.45,41.19,38.55,29.8,114.92,280.23,12.35,40.06,50.23,22.98,76,28.16,24.01,11.61,21.8,18.37,3,53.55,40.01,4.7,28.21,29.54,44,5.33,18.01,4.27,5.17,200.66,10.27,16.7,47.16,107.69,107,285.22,153
2022/1/24,8.69,4.28,25.7,22.75,51.85,15.99,3.97,19.52,47.68,43.29,93.43,376.2,40.84,1950.2,19.67,61.23,41.91,39.18,29.45,119,274.75,12.18,39.4,50.15,22.85,76.54,27.89,24.12,11.49,22.06,18.37,2.99,53.13,39.6,4.7,27.85,29.19,43.26,5.41,18.33,4.28,5.3,207.3,10.29,16.62,47.05,111.9,103.31,289.01,155.5
2022/1/25,8.56,4.19,25.7,21.81,50.9,15.54,3.82,19.06,45,42.82,90.6,369.2,38.85,1943,20.17,58.65,40.84,37.8,29.2,116.48,268.33,11.9,38.66,49,22.44,74.45,26.6,23.4,11.31,21.42,17.95,2.95,51.2,38.82,4.67,27.09,28.55,42.93,5.3,17.68,4.2,5.14,206.63,10.11,16.33,46.02,109.7,100.92,278.6,148.41
2022/1/26,8.57,4.25,25.7,21.97,51,15.55,3.81,19.14,43.95,42.09,91.4,370.53,40.05,1955,19.87,59.39,40.84,37.91,29.28,118.75,285.6,11.97,38.88,50.38,22.57,77.31,27.05,23.17,11.25,21.33,18.62,2.96,51.83,39.13,4.69,27.22,28.65,42.65,5.38,18.17,4.21,5.28,207.35,10.18,16.69,46.17,104.22,99.6,276.38,149.92
2022/1/27,8.45,4.23,24.15,20.73,50.77,15.65,3.71,18.83,43.41,41.09,92.03,362.71,38.69,1965,18.56,59.8,39.87,36,28.46,110.12,286.42,11.66,38.12,48.87,22.38,74.43,26.35,23.48,11.13,21.3,18.1,2.95,50.79,38.3,4.68,26.9,28.02,40.45,5.37,17.54,4.15,5.24,203.7,9.91,16.47,44.28,103.22,96.06,262.5,146.61
2022/1/28,8.41,4.19,24.6,20.14,49.21,15.7,3.71,18.66,42.53,40.95,90.35,357.24,37.35,1887,18.75,58.57,39.21,34.91,27.65,107,275.15,11.48,38.07,48.18,21.92,70.11,26.43,22.54,11.11,20.88,17.63,2.96,49.97,37.49,4.66,26.26,27.56,39.96,5.2,17.08,4.16,5.02,206.56,9.76,16.12,43.45,104.8,96.46,254.2,139.1
2022/2/7,8.52,4.36,25.28,20.74,51.35,15.96,3.76,18.93,43.07,41.14,92.63,354.88,39.85,1867.96,18.79,58.31,42.17,35.12,27.77,110.18,268.3,11.6,38.76,48.15,22.39,73.22,26.73,23.51,11.16,22.01,17.98,3,51.98,38.34,4.74,26.9,28.2,41.1,5.48,17.29,4.21,5.48,210.81,10.25,16.53,43.97,104.5,95.2,244.45,143.83
2022/2/8,8.65,4.42,25.37,21.25,51.71,15.8,3.92,19.1,43.51,41.72,94,346.11,38.75,1839,19.09,58.06,41.97,36.15,27.26,108.36,256.5,11.89,38.65,48.19,23.22,71.86,27.03,24.96,11.29,22.38,18.41,3.06,53,38.98,4.85,27.41,28.85,40.3,5.49,17.53,4.29,5.53,210.38,10.35,17,44.96,94.06,95.5,236.8,140.96
2022/2/9,8.64,4.39,25.31,21.19,51.62,15.59,4.05,19.2,43.74,42.01,94.89,349.96,39,1895.98,19.25,59.08,42.07,36.45,27.68,108.45,271,11.87,39.93,49.5,23.33,71.18,27.02,24.44,11.35,22.27,18.31,3.05,53.04,38.97,4.84,27.36,28.84,41.35,5.41,17.39,4.41,5.48,212.6,10.78,16.97,45.26,92.73,95.83,232.23,143.27
2022/2/10,8.69,4.45,25.33,21.21,51.71,16.02,4.01,19.12,43.31,41.57,96.6,350.7,38.58,1873,19.29,56.47,43.58,35.5,26.81,110.39,269.9,11.89,40.01,49.69,23.78,68.5,27.03,25.6,11.41,22.65,18.37,3.08,54.18,39.52,4.86,27.88,29.44,40.3,5.46,17.7,4.32,5.52,224,11.21,17.05,45.34,85.86,95.71,231.97,145.04
2022/2/11,8.74,4.5,25.69,20.82,52.76,15.75,4,19.08,41.58,41.26,98.14,340.03,37.9,1849.97,18.97,53.69,44.08,33.5,26.55,108.29,282.6,11.9,39.83,48.03,23.74,65.15,26.96,26.11,11.33,22.99,18.35,3.08,55.59,40.81,4.87,28.83,31.6,38.71,5.6,17.9,4.31,5.8,225.43,11.06,17.07,45.06,83.07,94.79,227.55,141.3
2022/2/14,8.6,4.44,24.8,20.46,51.2,15.31,3.96,18.8,41.58,39.75,99.12,342.5,37.45,1868.67,19.97,52.22,42.45,32,25.89,106.47,293.1,11.71,40,47.55,23.39,65.33,26,25.77,11.26,22.25,17.66,3.04,53.9,39.79,4.8,27.92,30.8,38.1,5.35,16.87,4.26,5.82,227.5,11.06,16.15,43.43,85.3,96,229,139.54
2022/2/15,8.55,4.35,24.69,20.75,50.22,15.32,3.93,18.8,42.27,41.2,97.18,352.49,38.64,1890.62,20.13,54.79,42.1,32.87,26.13,112.73,299.37,11.72,39.88,49.28,23.1,68.57,26.45,25.1,11.24,21.85,17.65,3.02,53.28,39.49,4.76,27.71,30.7,38.65,5.31,17.05,4.24,5.65,222.84,10.9,16.16,43.38,93.83,97.35,241.38,145.31
2022/2/16,8.59,4.35,24.54,20.82,51.07,15.84,3.97,18.98,42.04,40.57,97.5,353.55,38.41,1892.55,19.31,54.3,42.49,32.39,26.2,113.6,299.16,11.72,40.29,48,23.09,68.07,26.42,25.19,11.27,22.18,17.63,3.04,53.84,39.7,4.78,27.85,30.76,39.26,5.41,17.1,4.25,5.64,224.2,10.93,16.69,43.8,97.73,97.28,240,145.8
2022/2/17,8.56,4.35,24.31,20.75,51.46,15.49,3.94,18.87,41.9,40.61,97.79,356.35,39.65,1886.99,20.23,53.76,42.63,32.52,26.01,113.63,297.17,11.61,40.43,48.36,23.24,69.5,26.16,25.31,11.25,22.3,17.41,3.04,53.65,39.34,4.78,27.65,30.43,38.88,5.36,16.85,4.22,5.7,220.53,11.27,16.69,43.32,98.4,96.92,242.9,149.31
2022/2/18,8.67,4.38,24.64,20.89,52.06,16.33,3.96,18.9,43.15,40.96,98.42,358.3,39.06,1907,19.91,53.49,43.53,32.19,26.22,111.75,298.67,11.7,40.56,48.17,23.23,68.55,26.39,25.79,11.29,22.89,17.59,3.05,54.5,39.89,4.81,27.98,30.55,38.25,5.5,16.93,4.26,5.63,221.35,11.23,16.89,43.46,98.25,97.88,239.4,145.99
2022/2/21,8.6,4.36,24.52,20.78,51.76,16.34,3.97,18.83,42.92,40.93,98.07,355,39.57,1876.99,19.85,53.22,43.16,33.18,26.28,109.42,295.32,11.7,41.01,47.86,23.05,68.3,27.14,26.41,11.4,22.76,17.59,3.03,54.16,39.97,4.82,27.8,30.17,38.12,5.46,16.83,4.19,5.57,215.55,11.12,16.79,44.32,98.2,99.46,236.95,144.4
2022/2/22,8.58,4.4,24.03,20.38,51.22,16.45,3.93,18.46,41.75,40.11,96.2,351.94,41.81,1807.87,20.46,51.79,42.49,32.08,25.61,108,290.76,11.54,40.49,47.19,22.84,69.09,26.6,26.6,11.27,23.08,17.2,3.01,53.07,39.48,4.78,27.36,29.97,36.92,5.39,16.41,4.16,5.8,210.8,11.2,16.25,43.33,96.8,96.8,238,146.18
2022/2/23,8.54,4.33,24.25,20.75,50.83,16.08,3.93,18.74,42.2,40.9,95.3,359,42.97,1827.01,19.94,53,41.86,32.73,25.96,115.64,294.81,11.59,40.24,49.2,22.8,72,26.88,25.51,11.34,22.5,17.3,3.01,52.89,39.3,4.77,27.23,29.83,38.47,5.3,16.54,4.18,5.67,210.89,10.92,16.51,43.9,99.66,96.81,248.29,153.9
2022/2/24,8.44,4.39,23.46,20.19,50.02,15.97,3.87,18.33,41.11,39.68,93.61,350.74,42.12,1764.11,21.41,51.07,40.58,31.07,25.35,115.4,290.39,11.26,39.52,50.07,22.66,73.05,25.97,25.5,11.2,22.32,16.7,2.97,51.46,38.35,4.7,26.66,28.94,36.59,5.15,15.95,4.13,5.91,203.99,11,16.16,42.42,98.7,95.55,245.95,151.73
2022/2/25,8.43,4.3,23.32,20.17,49.81,15.81,3.85,18.37,42.1,40.11,94.5,356.97,42.09,1799.06,20.76,52.27,40.31,31.4,25.6,118.3,289.8,11.22,39.5,50.04,22.75,74.56,25.9,24.57,11.2,22.11,16.7,2.97,51.4,38.34,4.67,26.58,28.93,37,5.07,15.9,4.14,5.73,210.12,10.95,16.25,42.37,103.4,97.43,245.01,154.7
2022/2/28,8.39,4.33,23.33,19.61,49.8,15.82,3.82,18.11,42.4,40.08,94.8,361.31,42.9,1790.4,20.76,52.24,40.3,31.35,25.49,116.7,292.23,11.24,39.52,50.52,23.18,77.67,25.7,25.24,11.17,22.07,16.69,2.98,50.76,38.1,4.66,26.44,28.78,36.51,5.09,15.84,4.12,5.77,202.5,11.22,17.52,42.34,103.93,99,245.81,153.31
2022/3/1,8.44,4.32,23.37,19.74,50.24,16.35,3.85,18.4,42.37,41.06,94.08,363.8,43.35,1858.48,20.41,52.16,40.78,31.37,25.71,118.24,297.27,11.26,39.5,51.81,23.27,80.05,25.97,26.05,11.17,22.17,16.75,3,51.39,38.39,4.68,26.69,29.29,36.8,5.16,16,4.13,5.73,208.25,11.15,17.81,42.76,105.75,101.7,246.8,153.14
