trddy,600000.SH,600028.SH,600030.SH,600031.SH,600036.SH,600048.SH,600050.SH,600104.SH,600196.SH,600276.SH,600309.SH,600436.SH,600438.SH,600519.SH,600547.SH,600570.SH,600585.SH,600588.SH,600690.SH,600745.SH,600809.SH,600837.SH,600887.SH,600893.SH,600900.SH,601012.SH,601066.SH,601088.SH,601138.SH,601166.SH,601211.SH,601288.SH,601318.SH,601336.SH,601398.SH,601601.SH,601628.SH,601633.SH,601668.SH,601688.SH,601728.SH,601857.SH,601888.SH,601899.SH,601919.SH,601995.SH,603259.SH,603288.SH,603501.SH,603986.SH
2021/9/14,9.21,4.65,26.48,27.01,52.1,12.99,4.23,20.43,63.01,46.8,112.22,339.76,51.97,1657,21.25,55.08,48.5,32.22,26.64,103.72,299.59,12.38,35.47,56.92,20.09,81.91,31.11,23.16,11.94,19.16,18.39,2.99,49.86,41.79,4.71,27.7,30.91,62.8,5.09,18.56,4.53,5.71,246.85,11.72,22.07,57.71,141.96,88.18,234.9,154.64
2021/9/15,9.19,4.73,26.24,26.58,51.4,12.62,4.22,20.21,59.36,45.72,110.61,335.01,53.01,1615.74,21.31,54.44,45.73,31.9,26.02,101.11,289.98,12.35,34.81,57.36,19.71,84.1,31.1,22.87,11.8,18.85,18.36,2.98,49.47,41.28,4.68,27.88,30.82,61,5.05,18.09,4.53,5.99,234.97,11.52,21.65,56.76,141.73,86.32,231.99,151.55
2021/9/16,9.12,4.65,25.48,26.78,50.7,12.28,4.17,20.01,57.51,46.15,111.45,331.92,49.5,1638.07,21.03,53.6,46.21,31.89,25.71,97.57,297.25,12.12,35.05,54.59,19.76,81.01,30.48,23.16,11.75,18.6,18.14,2.97,49.51,41.16,4.68,27.69,30.85,55.35,4.95,17.68,4.53,5.95,241.36,11.11,20.45,56.04,144.16,89.06,227,147.9
2021/9/17,9.11,4.49,25.95,26.43,51.25,12.97,4.15,20.11,58.7,46.95,112.03,345.99,49.42,1686,20.2,54.79,46.63,32.94,26.8,96.89,316.86,12.29,35.49,52.67,20.31,80.2,31.97,21.62,11.75,18.68,18.6,2.98,48.68,40.9,4.7,27.17,30.82,56.81,4.92,17.96,4.53,5.7,249.5,10.81,20.68,56.81,152.4,89.1,239.82,151.25
2021/9/22,9.03,4.7,25.69,25.85,49.41,13.71,4.16,19.95,57.03,47.9,111.07,334.8,49.1,1637.69,20.1,53.41,46.63,32.8,26,94.75,311,12.17,35.35,53.56,21.36,80.35,32.64,23.78,11.69,18.12,18.34,2.95,47.78,40.21,4.63,26.7,29.67,55.75,4.97,17.77,4.63,6.11,238.12,10.71,21.1,56.61,153.39,87.08,239.7,149.29
2021/9/23,9.03,4.64,26.2,26.34,48.84,13.68,4.17,20.02,57.01,47.79,107.34,331.97,49.2,1635,19.78,54.38,47.64,33,25.25,97.12,311.91,12.36,35.71,55.08,21.23,80.19,32.41,23.43,12.08,18.22,18.8,2.96,48.22,40.92,4.66,27.1,30,54.54,5.05,18.01,4.55,5.99,234.6,10.58,20.87,56.56,150.3,91.58,244.51,150.61
2021/9/24,9.02,4.54,26.04,25.88,48.77,13.42,4.14,19.68,57.32,49.8,104.73,339.65,50.85,1694,19.37,54.66,43.51,33.99,24.66,95.9,321.71,12.22,37.08,53.87,21.09,81.81,32.02,21.9,11.86,17.92,18.53,2.94,48.08,40.57,4.64,27.1,29.63,54.4,4.92,17.75,4.44,5.97,247,10.34,21.49,56.43,150.88,100.74,239.8,150.2
2021/9/27,9.02,4.46,25.65,25.18,49.09,12.91,4.09,19.73,59.35,50.75,103.15,360.75,50.15,1855,18.95,55.02,41.75,33.58,24.89,97.15,324.9,12.08,37.28,53.17,21.58,82.98,31.54,21.93,11.87,18.1,18.23,2.93,49,41.04,4.63,27.64,30.49,53.53,4.84,17.18,4.31,6.21,256.72,10.13,19.34,54.65,151.6,106.63,250,145.19
2021/9/28,9.03,4.74,25.86,25.36,50.42,13.63,4.11,19.53,56.9,50.39,105.85,353.55,49.46,1822.06,18.99,55.5,42.03,33,25.63,95.42,317,12.21,37.55,54.94,21.79,81.56,31.97,22.81,11.8,18.46,18.53,2.95,49.26,41.28,4.66,27.87,30.16,51.52,4.87,17.72,4.34,6.49,253.98,10.22,18.19,57.7,150.98,107.67,245.7,152.91
2021/9/29,9.02,4.46,25.61,25.18,51.56,13.81,4.1,19.2,52.05,49.92,106.21,355.55,50.26,1820,19.95,54.75,40.82,32.5,26.03,93.21,318,12.29,37.7,53,22.12,81.07,31.1,22.17,11.84,18.51,18.14,2.96,49.19,41.17,4.68,27.99,30.46,51.43,4.82,17.16,4.26,6.04,251.28,10.02,16.54,58,150.1,109.75,243.98,147.04
2021/9/30,9,4.46,25.28,25.44,50.45,14.03,4.11,19.08,52.3,50.23,106.75,378.2,50.94,1830,19.61,57.28,40.8,33.13,26.15,93.66,315.5,12.14,37.7,53.19,22,82.48,30.9,22.66,11.62,18.3,17.83,2.94,48.36,40.16,4.66,27.14,29.8,52.6,4.8,16.99,4.29,6.01,260,10.09,17.28,57.22,152.8,110,242.61,144.99
2021/10/8,9.08,4.59,25.75,26.16,50.93,13.55,4.18,19.55,51.5,54.19,107.34,395.95,50.46,1839.6,19.86,58.75,41.28,34.27,26.7,95.8,325,12.41,39.62,51.29,21.95,79.55,31.23,21.4,12.12,18.68,18.7,2.96,52.1,42.18,4.71,29.3,31.3,53.4,4.85,17.32,4.34,6.28,270.3,10.26,16.8,56.15,149.62,112,236.48,149.7
2021/10/11,9.15,4.62,25.66,25.93,53,13.89,4.21,19.76,51.61,53.61,106.2,394.91,51.51,1867.12,20.04,56.75,41.77,34.2,26.73,98.41,317.6,12.4,39.47,53.53,21.62,78.45,29.86,22.42,12.13,19.36,18.66,2.99,52.74,42.87,4.74,29.68,31.9,55.18,4.83,17.07,4.33,6.15,263.5,11.04,16.83,55.67,141.86,109.92,234.47,147.35
2021/10/12,9.14,4.51,24.86,25.39,53.09,14.09,4.2,19.55,50.6,53.8,104.63,390.99,52.73,1870.99,19.6,56.8,41.73,33.58,26.64,96.96,319,12.26,38.79,52,21.33,78.15,28.95,22.24,11.88,19.34,17.7,2.98,52.26,42.7,4.75,29.57,32.01,57.08,4.77,16.46,4.28,6,267.2,10.82,16.85,52.49,143.03,114,226.3,142.15
2021/10/13,9.07,4.33,24.71,25.43,53.03,13.91,4.19,20.25,50.97,52.95,103.63,421.93,54.9,1929.9,19.15,57.45,41.09,33.91,26.42,96.77,333.8,12.26,39.61,52.07,20.85,83.21,29.1,21.52,11.89,19.21,17.63,2.96,51.75,42.47,4.72,29.11,31.6,59.8,4.72,16.29,4.27,5.75,278.2,10.71,16.82,52.45,149,113.55,242.02,145.26
2021/10/14,9.04,4.34,24.76,25.62,52.36,13.5,4.18,20.55,50.8,51.06,104.96,419.8,54.37,1911,20.29,57.11,40.23,33.29,25.77,96.98,340.45,12.22,39.02,53.59,20.68,82.05,29.2,21.19,11.86,19.09,17.7,2.95,51.41,41.99,4.71,28.89,31.27,62.63,4.72,16.31,4.26,5.7,273.09,11.13,16.07,52.22,143.87,112.38,248.88,146.12
2021/10/15,9.07,4.42,24.96,25.27,53.31,13.8,4.22,20.82,50.43,50.05,104.97,422.6,55.9,1916.97,20.07,58.12,40.3,33.97,26.21,98.78,346.8,12.25,39.08,53.64,20.85,85,29.03,21.96,11.73,19.22,17.74,2.95,50.88,41.93,4.75,28.8,31.34,62.95,4.66,16.28,4.26,5.95,269.55,11.46,15.05,52.37,145.33,114.67,250,155.54
2021/10/18,9.02,4.51,24.98,24.82,51.86,13.3,4.23,21.01,50.3,49.1,104.74,424,55.81,1800,19.97,57.1,40.84,32.84,25.9,99,312.12,12.29,38.6,55.59,21.06,86.03,28.61,23.59,11.58,19.24,17.7,2.96,49.86,41.46,4.73,28.52,30.6,63.4,4.71,16.33,4.22,6.01,259.84,11.56,15.85,52.49,143.7,112.55,239.39,149.31
2021/10/19,9.01,4.53,25.05,25.01,52.88,12.89,4.22,20.96,51.88,49.61,108.86,438.93,53.89,1812.18,20.13,59.26,40.39,32.7,26.16,101.2,329.99,12.26,38.29,54.94,21.31,84.99,28.99,23.46,11.64,19.23,18.01,2.95,51.45,43.05,4.72,29.14,31.25,61.96,4.71,16.36,4.2,5.96,259.12,11.8,16.94,52.99,145,115.8,247.23,148.45
2021/10/20,9.02,4.45,25,24.8,52.4,12.76,4.19,20.98,52.29,51.58,108.09,437.95,54.55,1841,19.69,57.85,40.35,33.03,25.6,101,329.8,12.17,38,55.44,20.99,87.86,28.85,21.97,11.59,19.15,18.01,2.95,51.37,42.54,4.7,28.7,31.08,63.4,4.67,16.15,4.19,5.85,259.5,11.32,16.11,52.7,140.49,117.68,245.56,146.84
2021/10/21,9.04,4.48,25.16,24.56,53.75,13.46,4.17,20.98,50.84,50.5,111.75,433.9,53.93,1844,20.03,57.1,39.84,32.48,25.79,99.08,326.62,12.27,38.18,54.17,21.07,84.42,29.14,23.06,11.49,19.78,18.01,2.97,54.28,43.59,4.74,29.75,32.54,60.88,4.73,16.27,4.17,5.88,257,11.34,16.1,51.9,141.2,117,246,146.69
2021/10/22,9.07,4.36,25.46,25.16,54.29,13.71,4.11,20.96,51.93,51.3,111.03,434.99,54.62,1901,19.84,58.03,40.61,32.67,27.71,98,328.13,12.28,39.89,54.12,21,84.62,29.19,21.63,11.54,19.87,18.03,2.96,54.29,43.48,4.73,29.84,32.64,62.45,4.73,16.33,4.14,5.7,269,11.12,15.8,52.01,139.78,121.8,252.26,154.4
2021/10/25,9.03,4.45,25.65,24.87,54.59,13.49,4.11,20.97,51.29,51.21,110.62,434,57,1873.03,19.99,60.06,39.18,32.69,26.93,102.2,323.61,12.39,40.5,55.8,21.03,88,29.86,22.35,11.38,19.65,18.36,2.96,53.21,43.17,4.72,29.5,32.73,66.88,4.69,16.48,4.22,5.91,264.47,11.16,16.26,52.39,139.3,118.45,249.97,152.6
2021/10/26,9.03,4.42,25.26,24.66,55.3,13.05,4.08,20.73,50.91,49.4,109.26,424,56.12,1861.05,20.13,60.85,38.95,31.75,26.55,101.04,319.89,12.3,40.56,56.44,21.16,86.4,29.45,21.86,11.43,19.38,18.02,2.94,52.17,42.85,4.7,29.18,32.3,66.49,4.66,16.1,4.2,5.85,265,11.31,16.26,51.03,138.8,116.22,256.59,158.01
2021/10/27,8.99,4.35,24.67,24.14,54.52,13.01,4.04,20.38,49.73,49.06,105.9,415,56.55,1819,19.72,61.26,38.05,30.57,25.93,106.1,310.4,12.09,40.28,56.98,21.27,88.41,28.55,20.98,11.28,19.08,17.71,2.94,51.65,42.32,4.7,29.18,32.13,67.18,4.62,15.71,4.23,5.81,258,10.89,16,47.49,135.57,116.25,252.39,157.56
2021/10/28,8.96,4.2,24.75,22.86,54.22,12.93,4.05,19.84,49.72,48.76,104.5,409.3,55.44,1825.49,19.8,60.65,38.04,30.73,26.72,108,307.1,12.03,40.76,55.8,21.13,89.12,28.2,20.15,11.16,19.05,17.47,2.93,51.3,41.95,4.67,29.12,31.9,65.95,4.61,15.7,4.41,5.45,264.48,10.51,15.76,47.64,134.25,116.41,264,164.3
2021/10/29,8.94,4.25,25.88,22.96,53.97,12.56,4.08,20.28,50,49.24,105.47,412.92,57.23,1826.08,19.92,63,38.08,31.8,27.2,109.76,301.5,12.35,43,59.16,21.25,97.69,28.29,19.89,11.35,18.63,17.52,2.94,49.57,39.17,4.67,27.4,29.8,68,4.66,15.87,4.39,5.48,268.46,10.46,16.53,48.16,138.01,117.02,266,169.51
2021/11/1,8.72,4.22,25.98,23.06,54.12,12.25,4.1,19.97,50.03,49.8,104.4,415,55,1803,19.89,62.25,37.9,30.88,27.58,115.9,286.7,12.55,42.56,59.67,21.38,100.2,28.83,20.09,11.44,18.97,17.52,2.96,50.12,39.19,4.73,28.25,29.79,65.6,4.77,16.17,4.33,5.38,241.61,10.48,16.02,47.97,130.18,112.89,269.9,171.09
2021/11/2,8.54,4.15,25.53,22.41,52.25,12.23,4.04,20.22,47.59,48.5,103.98,420.79,51.32,1804.64,20.38,62.24,37.26,31.41,26.42,116.45,285.9,12.39,42.98,60.52,20.95,99.98,28.05,19.6,11.43,18.02,17.09,2.93,50.01,38.64,4.65,27.9,29.32,65,4.67,15.81,4.22,5.27,222.88,10.23,16.1,48,131.77,120,282.74,172
2021/11/3,8.53,4.15,25.39,22.55,51.7,12.91,4.03,20.19,49.99,49.12,102.57,407,51.47,1765,19.82,62.01,37.93,31.59,26.43,113.88,282.1,12.45,41.81,59.01,21.17,91,27.88,20.1,11.47,18.29,17.07,2.93,50.05,38.66,4.64,28.09,29.36,61.5,4.7,15.7,4.21,5.18,228.3,10.2,16.37,47.57,132.43,118.32,278.5,168.8
2021/11/4,8.51,4.14,25.44,22.61,51.75,12.62,4.04,20.66,49.7,51.21,103.28,410.33,52.7,1804.2,19.78,63.6,38.02,31.77,26.56,117,293.32,12.38,42.86,60.2,21.06,92.5,27.96,20.14,11.62,18.23,16.99,2.92,49.7,38.61,4.65,28.09,29.03,63.02,4.66,15.59,4.19,5.07,233.66,10.26,16.24,47.46,126.49,123.52,278.62,167
2021/11/5,8.53,4.09,25.36,23,51.56,12.24,4.05,22.73,49.9,51.81,100.56,419.5,50.05,1819.94,19.95,63.41,37.82,31.99,26.3,116.8,295.28,12.36,43.24,58.67,20.66,90,27.98,19.5,11.69,18.14,16.92,2.92,49.93,38.36,4.66,28.08,28.84,62.85,4.6,15.49,4.24,4.9,230.78,10.18,15.81,46.17,126.4,123.46,283.87,167.31
2021/11/8,8.49,4.09,25.46,22.76,51.3,12.58,4.03,23.01,47.9,49.62,100.49,424.3,50.4,1820.1,20.19,62.16,37.8,31.76,25.73,116.8,299.9,12.43,42.5,59.39,20.35,91.7,28.43,19.79,11.65,18.07,17.09,2.92,50.4,38.4,4.63,28.1,28.98,63.19,4.58,15.53,4.21,4.93,229.42,10.51,15.7,48,122.9,120.05,279.99,161.99
2021/11/9,8.54,4.05,25.58,22.19,51.06,12.55,4.04,22.16,48.45,49.81,96.66,423,50.48,1790.01,20.07,61.08,37.89,32.6,25.61,116.87,302.01,12.59,42.23,62.3,20.34,93.13,28.6,19.45,11.59,18.31,17.1,2.92,49.69,38.27,4.64,27.74,28.88,63.02,4.57,15.57,4.22,4.85,227.62,10.56,15.62,47.98,126.98,119.9,280,164.3
2021/11/10,8.48,4.08,25.01,21.78,50.63,13.5,4.01,21.42,50.93,53.73,97.34,422.78,48.7,1753.99,20.32,60.1,36.71,32.49,25.23,115.1,297.9,12.48,41,61.6,20.15,94.8,28.45,19.08,11.54,18.19,17.05,2.91,49.13,37.94,4.62,27.38,28.55,61.52,4.64,15.42,4.21,4.85,227.11,10.55,15.4,48.17,128.42,117.54,276.2,166.2
2021/11/11,8.62,4.1,25.75,22.56,52.82,14.85,4.03,21.32,49.94,53,98.88,418.06,48.9,1769.6,20.96,61.99,38.86,32.45,26.79,119.9,295,12.66,42.2,61.65,20.13,95.79,29.5,19.23,11.73,18.89,17.37,2.94,51.15,38.64,4.66,28.4,29.26,61.75,4.88,15.9,4.21,4.82,228.8,10.69,15.36,49.23,130.11,117.89,274.48,164.56
2021/11/12,8.65,4.11,25.34,22.17,52.4,14.87,4.01,21.38,49.93,52.55,98.52,428.55,49.48,1773.78,20.87,63.02,38.13,33.02,27.5,118.74,291.89,12.63,42,64.62,19.97,94.77,29.34,19.12,11.72,18.84,17.37,2.93,50.61,38.36,4.65,28.2,29.13,61.75,4.81,16.08,4.21,4.81,223.56,10.74,15.18,48.93,128.9,116.4,272.23,162.77
2021/11/15,8.75,4.1,25.22,22.19,52.93,14.49,4.02,21.14,51.9,53.37,97.52,437.26,48.33,1761.14,20.72,63.4,38.25,32.68,27.62,117,296.25,12.55,42.28,63.39,20.17,92.29,29.22,19.13,11.87,18.83,17.35,2.93,50.6,38.42,4.67,28.37,29.21,59.18,4.76,15.83,4.22,4.81,229.88,10.56,14.61,47.98,131.36,121.86,272,166.78
2021/11/16,8.73,4.11,24.01,22.01,52.5,14.41,4.02,20.62,54.64,54.35,97.25,456.5,48.64,1808,20.85,62.1,37.19,32.85,27.96,118.81,310.7,12.41,42.28,60.15,20,89.98,28.56,18.95,11.81,18.6,17.17,2.93,50.36,38.66,4.65,28.62,29.36,58.43,4.71,15.74,4.21,4.77,234,10.36,15.31,47.5,136.48,121.46,267.23,163.18
2021/11/17,8.65,4.11,24.04,22.07,51.84,14.32,3.98,20.76,54.23,53.92,98.41,449.51,50.2,1795,20.22,61.86,37.05,31.9,27.52,115.86,309.95,12.33,41.44,60.75,20.06,91.29,28.62,19.03,11.74,18.51,17.16,2.93,50.05,38.87,4.65,28.57,29.28,58.7,4.7,15.62,4.21,4.83,230.44,10.42,15.18,47.5,136.55,120.71,264.98,161.92
2021/11/18,8.56,4.08,24.08,21.72,51.41,14,3.94,20.64,54.34,51.78,97.6,452.8,49.41,1792,20.06,58.78,37,31.1,27.23,113.73,311.12,12.14,41.2,62.83,20.04,89.72,28.33,19.1,11.62,18.3,16.91,2.93,49.51,38.42,4.64,27.97,29.1,59.07,4.67,15.41,4.18,4.77,224.1,10.36,15.07,47,131,118.98,264.64,158.59
2021/11/19,8.65,4.18,24.3,21.9,52.33,15.02,3.97,20.68,54.15,51.99,100.24,447.58,48.93,1828.41,20.12,58.6,37.47,31.12,28.19,114.47,311.7,12.28,40.85,63.3,20.21,91.89,28.85,19.34,11.91,18.5,17.29,2.95,49.96,38.74,4.66,28.32,29.51,59.21,4.75,15.69,4.19,4.83,225.3,10.43,15.19,48.22,130.3,119.9,269,159.3
2021/11/22,8.6,4.13,24.29,22.05,51.69,14.11,3.96,20.88,52.4,52.02,100,443,49.22,1854.27,19.84,57.9,37.28,32.12,28.02,120,310.2,12.23,40.23,63.72,19.99,92.18,28.88,19.37,11.86,18.2,17.3,2.94,49.71,38.59,4.63,27.86,29.47,64.09,4.68,15.72,4.4,4.85,223.56,10.54,15.38,48.53,128.8,118.08,279.9,165.46
2021/11/23,8.63,4.12,24.21,22.91,51.75,14.4,3.95,21.04,52.68,52.08,98.8,443.69,48.38,1896.43,19.65,58.86,37.41,31.73,27.89,120.2,308.17,12.22,40.08,62.6,19.98,92.78,28.9,19.58,11.73,18.13,17.34,2.94,49.62,38.89,4.63,27.78,29.47,61.98,4.69,16.2,4.3,4.86,220.5,10.58,15.24,48.6,129.97,117.37,279.89,162.16
2021/11/24,8.68,4.16,24.19,22.56,51.74,14.55,3.95,20.6,52.15,51.88,98.27,441.55,46.38,1941,19.39,57.83,37.38,31.44,27.79,122.4,318.01,12.17,39.93,61.42,19.79,90.77,28.86,20.16,11.71,18.31,17.35,2.94,49.75,39.14,4.64,27.8,29.56,61.34,4.7,16.2,4.29,4.95,220.99,10.44,14.99,49.8,132.98,116.38,280.8,156.02
2021/11/25,8.64,4.12,24.09,22.73,51.42,14.26,3.94,20.56,52.8,52.99,96.98,440.98,45,1956.03,19.41,57,37.16,31.35,27.35,119.88,315.18,12.04,40.32,60.57,19.79,87.44,28.7,20.31,11.63,18.27,16.9,2.92,49.4,38.7,4.63,27.83,29.4,58.9,4.71,16.22,4.28,4.87,211.8,10.53,15.09,49.05,134.81,115.38,282.6,156.33
2021/11/26,8.56,4.09,23.92,22.49,50.1,14.06,3.91,20.16,52.8,52.35,96.44,438.68,44.93,1941.01,19.33,57.15,36.57,31.1,27.59,119.33,315,11.95,39.19,60.99,19.53,87.35,28.28,19.72,11.17,18.2,16.85,2.92,48.72,38.31,4.61,27.38,28.93,58.95,4.67,15.9,4.28,4.77,211.32,10.36,14.9,48.61,139.66,114.66,273.33,151.99
2021/11/29,8.59,4.06,23.8,22.07,49.82,13.95,3.87,20.09,55.1,51.09,95,438.29,44.29,1985,19.1,58.32,36.12,30.65,26.84,123.35,315.1,11.85,39.74,63.68,19.53,87.99,28.09,19.57,10.98,18.07,16.68,2.92,48.66,38.08,4.58,27.25,28.82,58.74,4.64,15.64,4.28,4.74,203.3,10.25,16.39,47.77,143,113.5,275.45,150.23
2021/11/30,8.51,4.04,23.77,21.9,49.49,13.85,3.88,19.95,56,50.17,95.75,447,44.92,1930.77,19.1,58.41,36.22,32.54,27.22,122.7,310.02,11.83,39.17,64.34,19.53,87.42,28.03,19.54,11.17,18.01,16.73,2.91,48.22,37.91,4.58,27.09,29.55,59.86,4.64,15.82,4.28,4.71,205.45,10.15,17.37,47.6,144,112.3,272.38,150.6
2021/12/1,8.56,4.13,24.23,22.05,49.99,14.09,3.91,20.19,54.37,50.5,95,433.01,45.66,1932.99,19.05,58.55,36.65,32.79,27.71,126.3,312.42,11.92,38.7,64.7,19.53,84.06,28.37,20.1,11.26,18.12,16.9,2.93,48.87,38.37,4.6,27.29,29.33,57.87,4.69,16.23,4.29,4.86,202.89,10.14,17.09,49.25,146.32,113.68,266.95,165.66
2021/12/2,8.58,4.19,24.4,22.36,50.89,14.45,3.9,20.59,53,49.06,95.19,443.96,45.66,1934,18.84,57.85,38.48,32.5,27.88,127.89,314.98,11.99,38.38,65.08,19.53,83.13,28.41,20.68,11.2,18.37,16.99,2.93,48.88,38.33,4.61,27.18,29.15,58.49,4.75,16.4,4.28,4.89,201.82,10.04,17.53,49.75,141.6,112.7,293.65,169.79
2021/12/3,8.59,4.2,24.78,22.45,51.25,14.74,3.91,20.52,53.07,49.2,95.02,463.07,43.97,1971.88,18.88,58.75,38.36,32.15,28.75,133.36,324.51,11.99,39.9,65.6,19.53,82.24,28.73,22.6,11.25,18.3,17.04,2.93,48.99,38.59,4.61,27.1,29.29,57.2,4.78,16.43,4.32,4.92,204.06,10.12,17.44,49.9,141.8,111.55,303.75,176.49
2021/12/6,8.6,4.18,25.91,22.69,51.82,15.06,3.9,20.25,51.22,49.28,97.67,451.49,44.54,1967.3,19.12,58.83,38.84,31.3,29.7,130.2,321,12.07,39.82,64.8,19.53,81.89,29.05,22.19,11.28,18.52,17.25,2.93,49.15,38.64,4.63,27.26,29.44,56.67,4.8,16.92,4.33,4.89,211.99,10.17,18.18,49.88,136.72,109.86,296.97,172.62
2021/12/7,8.68,4.23,26.15,24.25,51.84,14.9,3.92,20.86,51.33,50.18,99.5,456.15,44.98,1955.87,19.03,60,39.7,31.88,30.2,128.6,318.7,12.1,39.98,61.7,19.53,83.97,28.92,22.08,11.35,19.22,17.27,2.94,50.39,39.25,4.66,27.77,29.8,55.9,4.9,16.98,4.33,4.96,213,10.25,18.53,49.97,136.68,112.7,297.31,171
2021/12/8,8.67,4.22,26.49,23.75,52.04,14.91,3.92,20.93,51.8,50.36,100,459.57,46.45,2043,19.24,61.27,39.27,35.07,30.09,135,330.84,12.14,41.09,63.51,19.53,84.16,29.98,21.75,11.56,19.45,17.44,2.93,50.34,39.18,4.64,27.74,29.9,56.29,4.84,17.12,4.34,5.01,215.46,10.3,18.82,50.71,139.5,112.8,309.99,180.55
2021/12/9,8.75,4.27,26.88,23.81,53.13,15.24,3.94,21.79,52.75,51.39,102.85,465.98,46.56,2086.55,19.31,62.75,40.18,36.38,30.47,135.39,334,12.32,41.41,62.76,19.53,85,30.52,21.8,11.77,19.43,17.62,2.95,51.31,39.62,4.66,28.23,30.47,56.61,4.88,17.28,4.42,5.08,228.38,10.36,18.75,52.32,141.41,116.9,309.2,180.11
2021/12/10,8.77,4.22,26.44,23.17,53.49,14.97,3.95,21.83,51.95,51.26,102.6,455,48.43,2090,19.21,62.04,39.44,35.85,30.5,134.78,334.11,12.2,42.29,61.99,19.53,86.81,30.5,21.7,11.89,19.42,17.46,2.94,51.22,39.38,4.66,28.14,30.4,56.75,4.86,16.96,4.44,4.97,229.68,10.26,19.39,51.77,139.9,115,305.98,174.88
2021/12/13,8.65,4.22,26.67,24.12,52.42,14.5,3.94,21.73,51.78,51,106.8,461.9,48.25,2118.2,19.12,62.91,40.64,35.92,30.71,138.1,339.67,12.15,42.3,62.4,20.86,87.68,30.36,21.8,11.98,19.59,17.46,2.93,51.15,39.43,4.63,28.26,30.3,55.17,4.91,17.11,4.4,4.96,229.2,10.38,19.1,52.7,135.28,112.7,306.88,174.4
2021/12/14,8.57,4.16,26.32,23.7,51.15,13.98,3.93,21.27,52.7,51,104.7,471,46.75,2150,18.99,63.4,39.5,35.96,29.98,139.9,340.93,12.12,41.97,64.78,21.68,86.54,30.02,21.24,11.97,19.21,17.33,2.93,50.85,39.26,4.62,27.67,30.17,53.14,4.81,17.09,4.34,4.86,228,10.14,18.13,52.69,137.8,112.19,306.37,172.55
2021/12/15,8.55,4.15,26.4,23.61,51,14.27,3.93,21.13,51.08,50,103.18,463,47.27,2135,19.03,62.59,39.56,35.7,29.4,138.8,335,12.15,41.39,64.31,21.83,85.3,30.3,21.37,11.87,19.12,17.33,2.93,50.7,39.07,4.61,27.53,29.92,52.34,4.89,17.21,4.35,4.83,223.29,10.05,18.35,52.73,124.02,108.65,303,170.47
2021/12/16,8.6,4.22,26.65,23.89,51.2,14.47,3.95,21.31,51.14,50.23,103.99,457.7,47.2,2118.99,19.03,62.94,40.03,36,29.7,137.78,313,12.22,41.35,65.22,22.02,85.48,30.38,22.85,12.05,19.5,17.44,2.94,51.2,39.35,4.62,27.8,30.1,53.29,4.95,17.38,4.36,4.94,225.05,10.11,18.58,52.59,124.96,109.55,304.48,170.92
2021/12/17,8.56,4.2,26.29,23.54,50.77,14.43,3.96,20.95,49.97,49.78,103.15,456.5,45.11,2050.7,19.29,62.68,39.93,35.5,29.45,135.22,304.3,12.24,40.96,63.9,21.91,81.9,29.8,22.03,12.14,19.48,17.39,2.93,50.54,39.06,4.61,27.55,29.93,52,4.95,17.16,4.35,4.94,217.28,10.17,18.72,51.53,124.8,108.5,291.7,167.14
2021/12/20,8.58,4.18,25.88,23.15,50.69,14.7,3.97,20.59,49.74,49.88,100.9,458.08,44.15,2058.96,18.96,62.3,40.27,34.7,28.93,134.7,310.9,12.14,40.95,61.7,21.75,80.49,29.48,21.76,12.1,19.52,17.16,2.94,50.28,38.9,4.61,27.48,30.01,50.6,4.99,16.85,4.42,4.85,212.5,9.96,19,50.44,114.38,109.38,287.42,163.48
2021/12/21,8.61,4.21,26.11,23.43,50.63,15.44,3.97,20.87,49.95,50.04,101.75,466.13,44.76,2038.2,18.99,64.17,41.19,34.66,29.57,134.14,303.84,12.22,41.56,62.31,21.98,80.98,29.67,22.2,12.15,19.53,17.6,2.94,50.84,39.21,4.65,27.62,30.25,51.3,5.02,17.27,4.43,4.9,215,9.99,18.95,51.06,118,107.18,290.43,166.23
2021/12/22,8.57,4.2,25.88,23.21,50.01,15.48,3.94,20.65,49.01,49.66,101.5,479.11,44.55,2048,18.86,63.59,41.25,34.5,29.77,136.5,299.01,12.13,41.55,61.75,22.01,80.11,29.38,22.11,11.91,19.32,17.41,2.94,50.18,38.99,4.64,27.35,29.94,52.26,4.95,17.23,4.36,4.89,212.01,9.97,18.37,50.73,115.74,106.15,305.71,171.08
2021/12/23,8.58,4.25,25.93,23.52,50.22,15.6,3.93,20.82,49.03,49.41,102.64,475.85,44.06,2120,18.88,64.01,41.75,34.95,29.51,135.99,306.08,12.16,41.49,62.22,22.2,80.2,29.44,22.67,12.03,19.26,17.5,2.94,50.22,38.87,4.65,27.34,29.98,52.88,4.96,17.26,4.35,5.03,210.35,10.03,18.78,50.3,114.96,107.03,305.94,171.51
2021/12/24,8.54,4.21,25.69,23.36,49.86,15.61,3.92,20.59,49.95,50.12,101.25,479.8,41.27,2194.09,18.58,63.7,41.78,35.61,28.99,136.98,307.45,12.06,42.37,60.89,22.37,77.88,28.92,22.46,11.98,19.07,17.48,2.94,49.82,38.45,4.65,27.18,30.14,50.12,4.96,17.16,4.31,4.94,217.9,9.69,18.36,49.56,112.03,106.95,308,173.89
